,DIR_ID,DIRECTOR_NAME,YEARS_ACTIVE,LAST_NAME,FIRST_NAME,INVOLVEMENT
3231,HWo,Wolff,1955,Wolff,Hans,D
3232,DuW,Wood,1972,Wood,Duncan,D
3233,LWo,Woodhead,1996,Woodhead,Leslie,D
3235,1967,Woolrich,,Woolrich,Cornell,W
3236,CWm,Workman,1990,Workman,Chuck,EPWD
3237,WWo,Worsley,1923,Worsley,Wallace,D
3238,CWr,Wrede,1984,Wrede,Caspar,D
3239,GgW,G.Wright,1993,Wright,Geoffrey,DW
3240,WHW,W.Wright,1952,Wright,William H.,PD
3241,DWr,Wrye,1978,Wrye,Donald,D
3242,WTM,Wu,1983,Wu,TianMeng,P
3243,SWu,Wurtzel,1980,Wurtzel,Stuart,C
3244,WW,Wyler,1925-1959,Wyler,William,D
3246,JWy,Wynorski,1987,Wynorski,Jim (Jimbo),D
3248,KvY,Yagher,1963,Yagher,Kevin,D
3249,YYa,Yamada,1968-1990,Yamada,Yoji,D
3251,MYa,Yanagimachi,1990,Yanagimachi,Mitsuo,D
3252,OYa,Yanchuk,1993,Yanchuk,Oles,D
3253,EdY,Yang,1991,Yang,Edward,D
3254,xYa,Yanne,1985,Yanne,gn,D
3255,LYa,Yansen,1990,Yansan,Louis,D
3256,JeY,Yarborough,1945,Yarborough,Jean,D
3257,PY,Yates,1962-1995,Yates,Peter,DP
3258,IvY,Yeaworthy,1958,Yeaworthy,Irvin S.,D
3259,HWY,Yeh,1992,Yeh,Hung-Wei,D
3260,LiY,Yellen,1985,Yellen,Linda,D
3262,nYo,Yonfan,1998,name,xfn,D
3263,BdY,Bud Yorkin,1963-1970,Yorkin,Alan,D
3264,YaY,Yosha,1990,Yosha,Yaky,D
3265,YYo,Y.Yoshida,1986,Yoshida,Yoshishigue,D
3266,KYo,K.Yoshida,1987,Yoshida,Kaoru,D
3268,HY,H.Young,1934-1944,Young,Harold,D
3269,RYo,R.Young,1984-1895,Young,Roger,D
3270,RtY,Rbt.Young,1972,Young,Robert,D
3271,RMY,R.M.Young,1977,Young,Robert M.,D
3272,TYg,T.Young,1948-1980,Young,Terence,D
3273,PYu,Yule,1993,Yule,Paul,D
3274,StZ,Zaillian,1993,Zaillian,Steven,WD
3275,VZg,Zaggario,1983,Zaggario,Vito,D
3276,JZa,Zaks,1996,Zaks,Jerry,D
3277,LZa,Zampa,1946-1954,Zampa,Luigi,WD
3278,MZa,Zampi,1958-1961,Zampi,Mario,D
3279,KZs,Zanussi,1985,Zanussi,Krystof,D
3281,LFZ,L.F.Zanuck,1991,Zanuck,Lili Fini,PD
3283,ToZ,Zarindast,1978-1982,Zarindast,Tony M.,D
3284,FZe1,Zefferelli,1966-1996,Zefferelli,Franco,D
3285,JmZ,Zeilinger,1990,Zeilinger,Jimmy,WD
3286,RZe,Zemeckis,1981-1994,Zemeckis,Robert,DW
3287,MZ,Zetterling,1964,Zetterling,Mai,DW
3288,YMZ,YM.Zhang,1980-1992,Zhang,Yi Mou,CD
3289,YZh,Y.Zhang,1990-1998,Zuang,Yuan,D
3290,XWZ,Zhou,1997,Zhou,XioaWen,D
3291,TZz,Zhuangzhuang,1994,Zhuangzhuang,Tian,D
3292,ClZ,Zidi,1989,Zidi,Claude,D
3295,HoZ,Zieff,1975-1994,Zieff,Howard,D
3296,(HZi),Ziem,1974,Ziem,Howard,P
3298,VeZ,Zimmerman,1980,Zimmerman,Vernon,D
3299,BZi,Zincone,1988,Zincone,Bruno,D
3300,FZ,Zinneman,1947-1982,Zinneman,Fred,D
3301,JZi,Zito,1984,Zito,Joseph,D
3302,EZo,Zonca,1999,Zonca,Erick,D
3303,DZo,D.Zondag,1993,Dick Zondag,Dick,D
3304,DLZ,Zlotoff,1996,Zlotoff,Lee David,D
3306,JZu,J.Zucker,1990,Zucker,Jerry,WD
3307,DZu,D.Zucker,1991,Zucker,David,WPD
3308,AZ,Zuckor,1913-,Zuckor,Adolph,PD
3309,AlZ,Zugsmith,1960,Zugsmith,Albert,PD
3310,AZu,Zulawski,1985-1990,Zulawski,Andrzaj,D
3311,EZw,Zwick,1989-1994,Zwick,Edward,D
3312,PAa,Aaron,1979,Aaron,Paul,D
