,ACTOR_ID,STAGE_NAME,YEARS_ACTIVE,LAST_GIVEN,FIRST_GIVEN,SEX,BIRTH,DEATH,ROLE_TYPES,NATIONALITY
3720,3721,Marion Lorne,1951-1968,MacDougal,M.L.,F,1886,1968,R:character comedienne,Am
3721,3722,Peter Lorre,1929-1964,Löwenstein,Laszlo,M,1904,1964,R:heavy,Hu
3722,3723,Joan Lorring,1941-1954,Ellis,Magdalen,F,1926,199x,R:nasty teenager,Br-Ru
3723,3724,Tilly Losch,1936-1946,Losch,Tilly,F,1901,1975,R:exotic dancer,Os
3724,3725,Bill Louie,,,,M,,199x,RU:,Un
3725,3726,Joe Louis,,,,M,,199x,RU:,Un
3726,3727,Willard Louis,,,,M,,199x,RU:,Un
3727,3728,Anita Louise,1930-1956,Fremault,Anita Louise,F,1915,1970,R:gentle roles,Am
3728,3729,Tina Louise,1958-1978,Louise,Tina,F,1934,199x,R:statuesque lead,Am
3729,3730,Bessie Love,1915-1976,Horton,Juanita,F,1898,1986,R:vivacious; petite,Am
3730,3731,Montagu Love,1916-1944,Love,Montagu,M,1877,1943,R:heavily built; stern father,Br
3731,3732,Phyllis Love,,,,F,,199x,RU:,Un
3732,3733,Frank Lovejoy,1948-1958,Lovejoy,Frank,M,1912,1962,R:tough roles,Am
3733,3734,Linda Lovelace,1972,Marchiano,Linda,F,1952,199x,R:lead; porno,Am
3734,3735,Dyson Lovell,,Lovell,Dyson,M,,199x,R:ty,Br
3735,3736,Raymond Lovell,1934-1953,Lovell,Raymond,M,1900,1953,R:pompous or sinister,Ca
3736,3737,Lyle Lovett,1990-1998,Lovett,Lyle,M,1958,199x,R:Agt,US
3737,3738,Arthur Lowe,1948-1979,Lowe,Arthur,M,1914,1982,R:rotund,Br
3738,3739,Edmund Lowe,1917-1960,Lowe,Edmund,M,1890,1971,R:suave lead,Am
3739,3740,Rob Lowe,,,,M,,199x,RU:,Un
3740,3741,Carrie Lowell,,Lowell,Carey,F,1964,199x,RU:,Am
3741,3742,Robert Lowery,1937-1966,Hanks,R.L.,M,1916,1971,R:lead,Am
3742,3743,Lynn Lowry,,,,F,,199x,RU:,Un
3743,3744,Morton Lowry,1939-1945,Lowry,Morton,M,1908,199x,R:character,Br
3744,3745,Myrna Loy,1926-1981,Williams,Myrna,F,1905,1993,R:villain; comedy; warm,Am
3745,3746,Lisa Lu,,,,F,,199x,RU:,Un
3746,3747,Antonella Lualdi,1952-1975,dePasquale,Antoinetta,F,1931,199x,R:lead,It
3747,3748,Arthur Lucan,1935-1952,Towle,Arthur,M,1887,1954,R:comedian,Br
3748,3749,Lisa Lucas,,,,F,,199x,RU:,Un
3749,3750,Wilfred Lucas,1955-1963,Lucas,Wilfred,M,1926,199x,R:lead,Br
3750,3751,Deborah Luce,,,,F,,199x,RU:,Un
3751,3752,Corinne Luchaire,1938-1938,Luchaire,Corinne,F,1921,1950,RU:,Fr
3752,3753,Laurence Luckinbill,1970-1980,Luckinbill,Laurence,M,1934,199x,R:lead,Am
3753,3754,Charles Ludlam,1971,Ludlam,Charles,M,19aa,1987,R:sr,Ct
3754,3755,Lorna Luft,,,,F,,199x,RU:,Un
3755,3756,Bela Lugosi,1923-1956,Blasko,Bela Ferenc,M,1882,1956,R:dracula,Hu
3756,3757,Paul Lukas,1928-1968,Lukacs,Pal,M,1887,1971,R:suave lead,Hu
3757,3758,Jorge Luke,,,,M,,199x,RU:,Un
3758,3759,Keye Luke,1934-1978,Luke,Keye,M,1904,1991,RU:,Ch-Am
3759,3760,Aldrick Lukes,,,,M,,199x,RU:,Un
3760,3761,Folco Lulli,1947-1966,Lulli,Folco,M,1912,1970,R:character,It
3761,3762,Lulu,1965-1972,Lawrie,Marie,F,1948,199x,R:pop singer,Br
3762,3763,Joanna Lumley,1968-1983,Lumley,Joanna,F,1946,199x,R:lead,Br
3763,3764,Dayton Lummis,1952-1956,Lummis,Dayton,M,1903,199x,R:character,Am
3764,3765,Barbara Luna,1960-1969,Luna,Barbara,F,1937,199x,R:beautiful foreigners,Am
3765,3766,Art Lund,1968,London,Arthur,M,1915,1990,R:big,
3766,3767,John Lund,1946-1960,Lund,John,M,1913,1992,R:stodgy,Am
3767,3768,Alfred Lunt,1923-1943,Lund,Alfred,M,1892,1977,R:distinguished,Am
3768,3769,Ida Lupino,1933-1976,Lupino,Ida,F,1914,199x,R:fraught attractive,Br
3769,3770,Stanley Lupino,1932-1939,Lupino,Stanley,M,1893,1932,R:comedian,Br
3770,3771,Paul Lupone,,,,M,,199x,RU:,Un
3771,3772,Alfred Lutter,,,,M,,199x,RU:,Un
3772,3773,Thuy An Luu,1981,,,F,1967,199x,R:tootsie,
3773,3774,Jimmy Lydon,1938-1958,Lydon,James,M,1923,199x,R:gangling,Am
3774,3775,Viola Lyel,1930-1956,Lyel,Viola,F,1900,1972,R:comedy actress,Br
3775,3776,Alfred Lynch,1961-1968,Lynch,Alfred,M,1933,199x,R:cockney private,Br
3776,3777,Richard Lynch,1973-1982,Lynch,Richard,M,1936,199x,R:haughty evil,Am
3777,3778,Paul Lynde,1953-1973,Lynde,Paul,M,1926,1982,R:flustered funny-voiced,Am
3778,3779,Robert Lynen,1932-1938,Lynen,Robert,M,1921,1944,R:child,Fr
3779,3780,Carol Lynley,1958-1983,Lynley,Carol,F,1942,199x,R:clean,Am
3780,3781,Ann Lynn,1960-1969,Lynn,Ann,F,1934,199x,RU:,Br
3781,3782,Diana Lynn,1939-1971,Loehr,Dolores,F,1926,1971,R:pert; witty,Am
3782,3783,Jeffrey Lynn,1938-1967,Lind,Ragnar,M,1909,199x,R:varied,Am
3783,3784,Leni Lynn,1943-1946,Lynn,Leni,F,1925,199x,R:singer,Am
3784,3785,Ralph Lynn,1930-1937,Lynn,Ralph,M,1882,1964,R:silly monocled ass,Br
3785,3786,Sharon Lynn,1929-1941,Lynn,Sharon,F,1910,1963,R:lead,Am
3786,3787,Vera Lynn,1944-1945,Lynn,Vera,F,1921,199x,R:singer,Br
3787,3788,Ben Lyon,1919-1954,Lyon,Ben,M,1901,1979,R:amiable,Am
3788,3789,Sue Lyon,1962-1978,Lyon,Sue,F,1946,199x,R:sexy juvenile,Am
3789,3790,Tom Lyons,,,,M,,199x,RU:,Un
3790,3791,Bert Lytell,1917-1943,Lytell,Bert,M,1888,1954,R:silent lead,Am
3791,3792,James MacArthur,1957-1979,MacArthur,James,M,1937,199x,R:lead,Am
3792,3793,Ralph Macchio,,,,M,,199x,RU:,Un
3793,3794,Simon MacCorkindale,1978-1983,MacCorkindale,Simon,M,1952,199x,R:lead,Br
3794,3795,J.Farrell MacDonald,1931-1951,MacDonald,J.Farrell,M,1875,1952,R:character,Am
3795,3796,Jeanette MacDonald,1929-1932,MacDonald,Jeanette,F,,199x,R:sweet,Am
3796,3797,Andie Macell,,,,,,199x,RU:,Un
3797,3798,Niall MacGinnis,1935-1969,MacGinnis,Niall,M,1913,199x,RU:,Ir
3798,3799,Jack MacGowran,1952-1973,MacGowran,Jack,M,1916,1973,R:mean; sharp-featured,Ir
3799,3800,Ali MacGraw,1968-1983,MacGraw,Alice,F,1938,199x,R:lead,Am
3800,3801,Marlena MacGuire,,,,F,,199x,RU:,Un
3801,3802,Stephen Macht,1976-1978,Macht,Stephen,M,,,R:heavy-featured,Am
3802,3803,Helen Mack,1924-1945,Mack,Helen,F,1913,199x,R:lead,Am
3803,3804,Kerry Mack,,,,M,,199x,RU:,Un
3804,3805,Marion Mack,,,,F,,199x,RU:,Un
3805,3806,Dorothy Mackaill,1921-1937,Mackaill,Dorothy,F,1903,199x,R:lead,Br
3806,3807,Barry Mackay,1934-1955,Mackay,Barry,M,1906,199x,R:lead,Br
3807,3808,Fulton Mackay,1983,Mackay,Fulton,M,,1987UN,RU:,Ct
3808,3809,Janet MacLachian,,,,F,,199x,RU:,Un
3809,3810,Kyle MacLachlan,,,,M,,199x,R:boyish,
3810,3811,Sandy Mackendrick,,Mackendrick,Alexander,M,1912,199x,RU:,Am
3811,3812,Kenneth MacKenna,,Mielziner,Leo,M,1899,1962,R:general purpose,Am
3812,3813,Shirley MacLaine,1956,Beaty,Shirley MacLaine,F,1934,199x,R:impish dancer,Am
3813,3814,Barton MacLane,1924-1969,MacLane,Barton,M,1900,1969,R:crooked cop; sheriff or ganster,Am
3814,3815,Douglass MacLean,1919-1925,MacLean,Douglass,M,1890,1967,R:silent comedian,Am
3815,3816,Micheal MacLiammoir,1952-1971,MacLiammoir,Micheal,M,1899,1978,R:character,Ir
3816,3817,Jena Malone,1997,Jena,Malone,F,1984,199x,R:lonely girl,Un
3817,3818,Aline MacMahon,1931-1963,MacMahon,Aline,F,1899,199x,R:sad-faced; gentle-mannered,Am
3818,3819,Horace MacMahon,1937-1968,MacMahon,Horace,M,1907,1971,R:character,Am
3819,3820,Fred MacMurray,1934-1978,MacMurray,Fred,M,1907,1991,R:likeable; durable,Am
3820,3821,Robert MacNaughton,,,,M,,199x,RU:,Un
3821,3822,Patrick MacNee,1943-1984,MacNee,Patrick,M,1922,199x,R:smooth,Br
3822,3823,Kristy MacNichol,,MacNichol,Kristy,F,1976,199x,R:juvenile,Am
3823,3824,Peter MacNicol,,,,M,,199x,RU:,Un
3824,3825,Norman Macowan,1948-1960,Macowan,Norman,M,1877,1961,R:character,Br ; Scots
3825,3826,Douglas MacPhail,1936-1942,MacPhail,Douglas,M,1910,1944,R:singer,Am
3826,3827,Elle MacPherson,1991,MacPherson,Elle,F,1966,199x,R:model,Am
3827,3828,Jeanie MacPherson,1908-1937,MacPherson,Jeanie,F,1878,1946,RU:,Am
3828,3829,Duncan Macrae,1947-1967,Macrae,Duncan,M,1905,1967,R:craggy-faced,Br(Scot)
3829,3830,Gordon Macrae,1948-1956,Macrae,Gordon,M,1921,1986,R:singer,Am
3830,3831,Michael Macrae,,,,M,,199x,RU:,Un
3831,3832,George Macready,1942-1971,MaCready,George,M,1909,1973,R:villain; neurotic or weakling,Am
3832,3833,Bill Macy,1975-1983,Macy,Bill,M,1922,199x,R:character,Am
3833,3834,William H. Macy,1991-1997,Macy,William H. Macy,M,,199x,R:character,Am
3834,3835,Donald Madden,1972,,,M,,1983,RU:,Un
3835,3836,Peter Madden,1948-1966,Madden,Peter,M,1905,1976,R:gaunt,Br
3836,3837,Victor Maddern,1949-1967,Maddern,Victor,M,1926,199x,R:stocky,Br
3837,3838,Amy Madigan,,,,F,,199x,RU:,Un
3838,3839,Guy Madison,1944-1978,Moseley,Robert,M,1922,199x,R:lead,Am
3839,3840,Noel Madison,1930-1949,Moscovitch,Nathaniel,M,1898,1975,R:sinister; ganster,Am
3840,3841,Madonna,1990,Ciccone,fn,F,1959,199x,R:sexy singer,Am
3841,3842,Patrick Magee,1960-1980,Magee,Patrick,M,1924,1982,R:sinister,Br
3842,3843,Anna Magnani,1934-1969,Magnani,Anna,F,1907,1973,R:volatile,It
3843,3844,George Maharis,1960-1982,Maharis,George,M,1928,199x,R:intense-looking,Am
3844,3845,Jock Mahoney,1949-1978,O'Mahoney,Jacques,M,1919,199x,R:athletic,Am
3845,3846,John Mahoney,,,,M,,199x,RU:,Un
3846,3847,Marjorie Main,1933-1956,Tomlinson,Mary,F,1890,1975,R:character,Am
3847,3848,Marne Maitland,1950-1976,Maitland,Marne,M,1920,199x,R:sinister oriental,Br-In
3848,3849,Lee Majors,1967-1981,Majors,Lee,F,1940,199x,R:lead,Am
3849,3850,Eliot Makeham,1932-1956,Makeham,Eliot,M,1882,1956,R:character,Br
3850,3851,Chris Makepeace,,,,,,199x,RU:,Un
3851,3852,Mako,1966-1981,,,M,,,R:character,Ja-Am
3852,3853,Mala,1932-1952,Wyse,Ray,M,1906,1952,RU:,Eskimo
3853,3854,Patrick Malahide,,,,M,,199x,RU:,Un
3854,3855,John Malcolm,,,,M,,199x,RU:,Un
3855,3856,Karl Malden,1940-1983,Sekulovich,Malden,M,1913,199x,R:police inspector,Am
3856,3857,Laurent Malet,,,,M,,199x,RU:,Un
3857,3858,John Malkovich,1989,Malkovich,John,M,,199x,R:cool lead,Am
3858,3859,Miles Malleson,1931-1965,Malleson,Miles,M,1888,1969,R:long-lived lead,Br
3859,3860,Tania Mallett,,,,F,,199x,RU:,Un
3860,3861,Boots Mallory,1932-1937,Mallory,Patricia,F,1913,1958,R:lead,Am
3861,3862,Gina Malo,1932-1940,Flynn,Janet,F,1909,1963,R:lead,Ir-Ge-Am
3862,3863,Dorothy Malone,1943-1980,Maloney,Dorothy,F,1925,1993,R:sultry blonde,Am
3863,3864,Eily Malyon,1934-1946,Malyon,Eily,,1879,1961,R:character,Br
3864,3865,Nick Mancuso,1978-1983,Mancuso,Nick,M,1956,199x,R:heavy-set,Ca
3865,3866,Robert Mandan,,,,M,,199x,RU:,Un
3866,3867,Miles Mander,1925-1946,Mander,Lionel,M,1888,1946,R:character,Br
3867,3868,Silvana Mangano,1947-1987,Mangano,Silvana,F,1937,1989,R:earthy beauty,It
3868,3869,Karin Mani,,,,F,,199x,RU:,Un
3869,3870,Hank Mann,1936-1940,Liebermann,David,M,1887,1971,R:gargantuan,Am
3870,3871,Guido Mannari,,,,M,,199x,RU:,Un
3871,3872,David Manners,1930-1936,BN{deRyther Duan Acklom,Rauff,M,1901,199x,R:lead,Ca
3872,3873,Lucie Mannheim,1935-1965,Mannheim,Lucie,F,1895,1976,R:character,Ge
3873,3874,Ettori Manni,1952-1976,Manni,Ettori,M,1927,1979,RU:,It
3874,3875,Irene Manning,1937-1948,Harvuot,Inez,F,1917,199x,R:lead,Am
3875,3876,Dinah Manoff,,,,F,,199x,RU:,Un
3876,3877,Jayne Mansfield,1955-1967,Palmer,Vera Jane,F,1932,1967,R:blonde; ample,Am
3877,3878,Clelia Mantania,,,,F,,199x,RU:,Un
3878,3879,Paul Mantee,1964-1980,Marianetti,Paul,M,1936,199x,R:general purose,Am
3879,3880,Joe Mantell,,,,M,,199x,RU:,Un
3880,3881,Kiti Manver,,,,F,,199x,RU:,Un
3881,3882,Leslie Manville,,,,,,199x,RU:,Un
3882,3883,Linda Manz,1978-1980,Manz,Linda,F,1961,199x,R:lead,Am
3883,3884,David Manzy,,,,M,,199x,RU:,Un
3884,3885,Adele Mara,1942-1959,Delgado,Adelaida,F,1923,199x,R:lead,Sp-Am
3885,3886,Jean Marais,1943-1949,Marais-Villain,Jean,M,1913,199x,R:romantic; detective,Fr
3886,3887,Marcel Marceau,,Marceau,Marcel,M,,199x,R:mime,Fr
3887,3888,Sophie Marceau,1995-1999,Marceau,Sophie,F,1967,199x,R:teenager,Fr
3888,3889,Fredric March,1929-1973,Bickel,Frederick McIntyre,M,1897,1975,R:intelligent integrity,Am
3889,3890,Hal March,1950-1964,March,Hal,M,1920,1970,R:comic,Am
3890,3891,Jane March,1992,March,Jane,F,1973,,R:sexy,Br
3891,3892,Corinne Marchand,1962-1970,Marchand,Corinne,F,1928,199x,R:lead,Fr
3892,3893,Henri Marchand,1931-1956,Marchand,Henri,M,1898,1959,R:comedy,Fr
3893,3894,Nancy Marchand,,,,F,,199x,RU:,Un
3894,3895,Andrea Marcovicci,,,,F,,199x,R:singer,Am
3895,3896,Theodore Marcuse,1965-1967,Marcuse,Theodore,M,1920,1967,R:shaven-pated,Am
3896,3897,Janie Mareze,1931,Marèze,Janie,F,19aa,199x,R:sr,Fr
3897,3898,Arthur Margetson,1931-1944,Margetson,Arthur,M,1897,1951,R:supporting,Br
3898,3899,Margo,1933-1963,Boldao y Castillo,Marguerita Maria Guadelupe,F,1918,199x,R:dancer,Sp
3899,3900,Janet Margolin,1962-1989,Margolin,Janet,F,1943,1993,R:suffering lead,Am
3900,3901,Stuart Margolin,1972-1981,Margolin,Stuart,M,1940,199x,R:character,Am
3901,3902,Michael Margotta,,,,M,,199x,RU:,Un
3902,3903,Cheech Marin,1978-1983,Marin,Richard,M,,199x,R:crazy comic,
3903,3904,Jacques Marin,1974-1977,Marin,Jacques,,1919,199x,R:character,Fr
3904,3905,Rikki Marin,,,,F,,199x,RU:,Un
3905,3906,Howard MarionCrawford,1932-1966,Marion-Crawford,Howard,M,1914,1969,R:jovial; beefy; sproting,Br
3906,3907,Jane March,1994,bn,gn,F,1973,199x,R:sr,Am
3907,3908,Jane Marken,1915-1958,Marken,Jane,F,1895,199x,R:character,Fr
3908,3909,Enid Markey,1915-1918,Markey,Enid,F,1890,1981,R:jungle girl,Am
3909,3910,Kika Markham,1972-1981,,,F,,199x,RU:,Un
3910,3911,Monte Markham,1971-1973,Markham,Monte,M,1935,199x,R:lead,Am
3911,3912,Ted Markland,,,,M,,199x,RU:,Un
3912,3913,John Marley,1952-1980,Marley,John,M,1916,199x,R:character,Am
3913,3914,Hugh Marlowe,1937-1968,Hipple,Hugh,M,1911,1982,RU:,Am
3914,3915,Scott Marlowe,1957-1961,Marlowe,Scott,M,,,R:juvenile,Am
3915,3916,Percy Marmont,1925-1956,Marmont,Percy,M,1883,1977,R:romantic,Br
3916,3917,Evaristo Marquez,,,,M,,199x,RU:,Un
3917,3918,Sally Marr,,,,F,,199x,RU:,Un
3918,3919,Kenneth Mars,1967-1979,Mars,Kenneth,M,1936,199x,R:character comedian,Am
3919,3920,Carol Marsh,1947-1959,Simpson,Norma,F,1926,199x,R:lead,Br
3920,3921,Garry Marsh,1930-1955,Geraghty,Leslie March,M,1902,1981,R:robust; balding,Br
3921,3922,Mae Marsh,1912-1960,Marsh,Mary Warne,F,1895,1968,R:lead; silent,Am
3922,3923,Marion Marsh,1931-1942,Krauth,Violet,F,1913,199x,R:lead,Am
3923,3924,Alan Marshal,1936-1959,Marshal,Alan,M,1909,1961,R:light romantic,Au
3924,3925,Arthur Marshal,1959,Marshal,Arthur,M,,1989,RU:,Ct
3925,3926,Brenda Marshall,1939-1950,Marshall,Brenda,F,1915,199x,R:lead,Am
3926,3927,Bryan Marshall,,,,M,,199x,RU:,Un
3927,3928,Connie Marshall,1944-1950,Marshall,Connie,F,1938,199x,R:child,Am
3928,3929,Don Marshall,,,,M,,199x,RU:,Un
3929,3930,E.G. Marshall,1945-1983,Marshall,Everett G.,M,1910,1998,R:dignified professional,Am
3930,3931,Herbert Marshall,1927-1965,Marshall,Herbert,M,1890,1966,R:one-legged playboy,Br
3931,3932,James Marshall,1992,Marshall,James,M,1967,199x,R:rebel,Am
3932,3933,Ken Marshall,,,,M,,199x,RU:,Un
3933,3934,Penny Marshall,,,,F,,199x,RU:,Un
3934,3935,Sarah Marshall,1963,,,F,,199x,R:young,Am
3935,3936,Tully Marshall,1915-1942,Phillips,William,M,1864,1943,R:silent,Am
3936,3937,Zena Marshall,1945-1962,Marshall,Zena,F,1926,199x,R:lead,Br
3937,3938,AnneMarie Martin,1984,Martin,Anne-Marie,F,1957,199x,R:ty,Am
3938,3939,ChrisPin Martin,1934-1953,Martin,Chris-Pin,M,1894,1953,R:rotund,Yaqui In
3939,3940,Dean Martin,1949-1978,Crocetti,Dino,M,1917,199x,R:spoofing singer,Am
3940,3941,Dewey Martin,1949-1972,Martin,Dewey,M,1923,199x,R:lead,Am
3941,3942,Dick Martin,1968-1972,Martin,Dick,M,1923,199x,R:comic,Am
3942,3943,Edie Martin,1949-1955,Martin,Edie,F,1880,1964,R:frail; tiny old lady,Br
3943,3944,Jean Martin,1966,,,M,,199x,RU:,Fr
3944,3945,Marion Martin,1940-1954,Martin,Marion,F,1916,199x,R:blond showgirl,Am
3945,3946,Mary Martin,1939-1979,Martin,Mary,M,1913,1990,R:musical comedy,Am
3946,3947,Millicent Martin,1960-1969,Martin,Millicent,F,1934,199x,R:songstress,Br
3947,3948,Pamela Sue Martin,1971-1979,Martin,Pamela,F,,,R:teenage detective,Am
3948,3949,Ross Martin,1955-1970,Rosenblatt,Martin,M,1920,1981,R:character,Po-Am
3949,3950,Steve Martin,1978-1991,Martin,Steve,M,1945,199x,R:comic,Am
3950,3951,Strother Martin,1950-1979,Martin,Strother,M,1920,1980,R:grizzled westerns,Am
3951,3952,Tony Martin,1936-1957,Norris,Alfred,M,1912,199x,R:cabaret singer; lead,Am
3952,3953,Elsa Martinelli,1955-1968,Martinelli,Elsa,F,1933,199x,R:lead,It
3953,3954,Frederick Martini,,,,M,,199x,RU:,Un
3954,3955,Nino Martini,1935-1948,Martini,Nino,M,1904,1976,RU:,It
3955,3956,Al Martino,,,,M,,199x,RU:,Un
3956,3957,Leslie Martinson,,Martinson,Leslie H.,F,,,RU:,Un
3957,3958,Lee Marvin,1951-1983,Marvin,Lee,M,1924,1987,R:ruthless-looking hulk-,Am
3958,3959,Chico Marx,1929-1957,Schoenberg,Leonard,M,1886,1961,R:zany pianist,Am
3959,3960,Groucho Marx,1929-1974,Schoenberg,Julius,M,1890,1977,R:zany; cynical,Am
3960,3961,Harpo Marx,1925-1961,Schoenberg,Adolph (Arthur),M,1888,1964,R:childish; mute,Am
3961,3962,Gummo Marx,1929-1961,Schoenberg,Milton,M,1893,1977,R:zany,Am
3962,3963,Zeppo Marx,1929-1933,Schoenberg,Herbert,M,1901,1979,R:romantic,Am
3963,3964,Marx Brothers,,Brooks,Marx,G,,199x,RU:,Un
3964,3965,Ron Masak,,,,M,,199x,RU:,Un
3965,3966,Giulietta Masina,1947-1969,Masina,Giulietta,F,1921,199x,R:gamin-like,It
3966,3967,Johnny Mask,,,,M,,199x,RU:,Un
3967,3968,Virginia Maskell,1957-1968,Maskell,Virginia,F,1936,1968,R:soulful eyes,Br
3968,3969,Henry Mason,,,,M,,199x,RU:,Un
3969,3970,Hilary Mason,1973,,,F,,199x,RU:,Un
3970,3971,Jack Mason,,,,M,,199x,RU:,Un
3971,3972,James Mason,1935-1984,Mason,James,M,1909,1984,R:saturnine,Br
3972,3973,Marsha Mason,1966-1983,Mason,Marsha,F,1942,199x,R:lead,Am
3973,3974,Shirley Mason,1915-1929,Flugrath,Leona,F,1900,1979,R:lead; silent,Am
3974,3975,Lea Massari,1958-1979,Massari,Lea,F,1933,199x,R:lead,Fr-It
3975,3976,Osa Massen,1939-1950,Massen,Osa,F,1915,199x,RU:,Da
3976,3977,Anna Massey,1958-1979,Massey,Anna,F,1937,199x,R:character,Br
3977,3978,Daniel Massey,1957-1980,Massey,Daniel,M,1933,199x,RU:,Br
3978,3979,Edith Massey,1972-1974,Massey,Edith,F,,1993,R:weird,Ct
3979,3980,Ilona Massey,1935-1959,Hajmassey,Ilona,F,1912,1974,R:lead,Hu
3980,3981,Raymond Massey,1931-1973,Massey,Raymond,M,1896,1983,R:saturnine,Ca
3981,3982,Paul Massie,1957-1962,Massie,Paul,M,1932,199x,RU:,Ca
3982,3983,Mary Stuart Masterson,1974-1992,,,F,1967,199x,RU:,Un
3983,3984,Peter Masterson,,,,M,,199x,RU:,Un
3984,3985,Sean Masterson,,,,M,,199x,RU:,Un
3985,3986,Mary Elizabeth Mastrantonio,,,,F,,199x,RU:,Un
3986,3987,Chiara Mastroianni,1992-1997,Mastroianni,Chiara,F,1972,199x,Ch(Marcello Mastroianni; Catherine Deneuve),
3987,3988,Marcello Mastroianni,1947-1992,Mastroianni,Marcello,M,1923,199x,R:charmer,It
3988,3989,Richard Masur,1975-1984,Masur,Richard,M,,199x,R:plump,Am
3989,3990,Clelia Matania,1973,,,F,,199x,RU:,Un
3990,3991,Julian Mateus,,,,M,,199x,RU:,Un
3991,3992,Aubrey Mather,1931-1958,Mather,Aubrey,M,1885,1958,R:bald butler,Br
3992,3993,James Mathers,,,,M,,199x,RU:,Un
3993,3994,Murray Matheson,1952-1967,Matheson,Murray,M,1912,199x,R:soft-spoken,Br
3994,3995,Tim Matheson,1965-1983,Matthieson,Tim,M,1926,199x,R:lead,Am
3995,3996,Kerwin Mathews,1955-1978,Mathews,Kerwin,M,1926,199x,R:lead,Am
3996,3997,Walter Matthau,1955-1983,Mathasschanskayasky,Walter,M,1920,199x,R:wry,Am
3997,3998,A.E. Matthews,1914-1960,Matthews,A.E.,M,1869,1960,R:romantic; later crotchety,Br
3998,3999,Jessie Matthews,1923-1979,Matthews,Jessie,F,1907,1981,R:vivacious,Br
3999,4000,Lester Matthews,1931-1951,Matthews,Lester,M,1900,1975,RU:,Br
4000,4001,Peter Matthey,,,,M,,199x,RU:,Un
4001,4002,Robin Mattson,,,,F,,199x,R:sexy,Am
4002,4003,Victor Mature,1939-1979,Mature,Victor,M,1915,199x,R:stylish hunk,Am
4003,4004,Billy Mauch,1937,Mauch,William,M,1925,199x,R:sr,Ct
4004,4005,Bobby Mauch,1937,Mauch,Robert,M,1925,199x,R:sr,Ct
4005,4006,Cyril Maude,1930,Fn,Gn,M,,199x,RU:,Un
4006,4007,Carmen Maura,1986-1988,,,F,,199x,R:sexy,Sp
4007,4008,Nicole Maurey,1951-1962,Maurey,Nicole,F,1925,199x,R:lead,Fr
4008,4009,Edwin Maxwell,1927-1947,Maxwell,Edwin,M,1886,1948,R:stocky; balding,Am
4009,4010,Elsa Maxwell,1939-1943,Maxwell,Elsa,F,1883,1963,R:dumpy columnist,Am
4010,4011,Lois Maxwell,1947-1980,Hooker,Lois,F,1927,199x,R:secretary,Ca
4011,4012,Marilyn Maxwell,1942-1964,Maxwell,Marvel,F,1921,1972,R:blonde singer,Am
4012,4013,Elaine May,1967-1972,May,Elaine,F,1932,199x,R:cabaret star,Am
4013,4014,Mathilda May,1990,May,Mathilda,F,1965,199x,R:dancer,Ge
4014,4015,Russ Mayberry,,Maxwell,Russ,M,,199x,RU:,Un
4015,4016,Eddie Mayehoff,1951-1965,Mayehoff,Eddie,M,1911,199x,R:comic; band leader,Am
4016,4017,Peter Mayhew,1980,,,M,,199x,R:speaking animal,Am
4017,4018,Bill Maynard,1969-1976,Maynard,Bill,M,1928,199x,R:massive comic,Br
4018,4019,Ken Maynard,1924-1945,Maynard,Ken,M,1895,1973,R:cowboy,Am
4019,4020,Ferdy Mayne,1944-1983,Mayer-Boerckel,Ferdinand,M,1916,199x,R:smooth villain,Ge
4020,4021,Virginia Mayo,1943-1978,Jones,Virginia,F,1920,1995,R:peaches and cream,Am
4021,4022,Mike Mazurki,1941-1971,Mazurwski,Mikhail,M,1909,199x,R:massive,Ru (Ukranian)
4022,4023,Melanie Mayron,,,,F,,199x,R:teenager,Am
4023,4024,Paul Mazursky,1969-1986,Mazursky,Paul,M,1938,199x,R:cameos,Am
4024,4025,Marianne McAndrew,1969-1971,McAndrew,Marianne,F,1938,199x,R:lead,Am
4025,4026,Ray McAnnely,,McAnnely,Ray,M,19aa,1989,R:sr,Ct
4026,4027,Andrea McArdle,,,,F,,199x,RU:,Un
4027,4028,May McAvoy,1917-1929,McAvoy,May,F,1901,199x,R:lead,Am
4028,4029,Diane McBain,1960-1964,McBain,Diane,F,1941,199x,R:lead,Am
4029,4030,Donald McBride,1938-1955,McBride,Donald,M,1894,1957,R:character comedian,Am
4030,4031,Marcia McBroom,,,,F,,199x,RU:,Un
4031,4032,Frances Lee McCain,,,,F,,199x,RU:,Un
4032,4033,Irish McCalla,,,,F,,199x,RU:,Un
4033,4034,Lon McCallister,1937-1954,McCallister Jnr,Herbert Alonzo,M,1923,199x,R:callow,Am
4034,4035,David McCallum,1956-1983,McCallum,David,M,1933,199x,R:slightly built juvenile lead,Br; Scots
4035,4036,John McCallum,1944-1971,McCallum,John,M,1917,199x,R:lead,Au
4036,4037,Neil McCallum,1962-1964,McCallum,Neil,M,1929,1976,R:beefy,Ca
4037,4038,Mercedes McCambridge,1950-1979,McCambridge,Mercedes,F,1918,199x,R:intense; unpredictable,Am
4038,4039,Andrew McCarthy,,,,M,,199x,RU:,Un
4039,4040,Kevin McCarthy,1952-1983,McCarthy,Kevin,M,1914,199x,R:lead; character,Am
4040,4041,Rue McClanahan,,,,,,199x,RU:,Un
4041,4042,Fergus McClelland,,,,M,,199x,RU:,Un
