,ID,TITLE,RELEASE_YEAR,PRODUCER_NAME,STUDIO,GENRE
6508,ACj124,Apex,1962,P:Hitchcock,St:Shamley;NBC,Susp
6509,ACj125,The Big Kick,1962,P:Hitchcock,St:Shamley;NBC,Susp
6510,ACj126,The Night of the Owl,1962,P:Hitchcock,St:Shamley;CBS,Susp
6511,ACj127,House Guest,1962,P:Hitchcock,St:Shamley;CBS,Susp
6512,ACj128,Last Seen Wearing Bluejeans,1963,P:Hitchcock,St:Shamley;CBS,Susp
6513,AlZ4,College Confidential,1960,P:Zugsmith,St:Universa;,Advt
6514,AlZ5,Sex Kittens go to College,1960,P:Zugsmith,St:Allied,aw
6515,AlZ25,On Her Bed of Roses,1966,PN:Robert Caramico,St:Famous,aw
6516,BiK10,Ma Barker's Killer Brood,1960,PN:William J. Farris,St:Filmservice,Actn
6517,ClL1,Le Propre de l'homme,1960,PN:,SU:,
6518,ClL2,Une Fille et des Fusils,1963,PN:,SU:,
6519,ClL3,Avec des Si,1964,PN:,SU:,
6520,ClL4,Secret Paris,1964,PN:,SU:,
6521,ClL5,Un homme et une femme,1966,PN:,SU:,
6522,ClL6,Vivre Pour vivre,1967,PN:,SU:,
6523,ClL7,Challenge in the snow,1968,PN:,SU:,
6524,ClL8,Far from Vietnam,1969,PN:,SU:,
6525,ClL9,A Man I Like,1969,PN:,SU:,
6526,ClL10,Life Love Death,1969,PN:,SU:,
6527,ClL11,Le Rose et le Noir,1970,PN:,SU:,
6528,ClL12,The Crook,1971,PN:,SU:,
6529,ClL13,Smic; Smac; Smoc,1971,PN:,SU:,
6530,ClL14,Simon the Swiss,1971,PN:,SU:,
6531,ClL15,Adventure is Adventure,1972,PN:,SU:,
6532,ClL16,La Bonne Anneé,1973,PN:,SU:,
6533,ClL17,And now My Love,1975,PN:,SU:,
6534,ClL18,Seven Suspects for Murder,1977,PN:,SU:,
6535,ClL19,Another Man; another Chance,1977,PN:,SU:,
6536,ClL20,The Good and the Bad,1977,PN:,SU:,
6537,ClL21,A Nos Deux,1979,PN:,SU:,
6538,ClL22,Les Uns et les autres,1980,PN:,SU:,
6539,ClL23,Edith and Marcel,1983,PN:,SU:,
6540,ClL25,Les Miserables,1995,PU:,SU:,Epic
6541,ClS10,The Big Risk,1960,PN:,SU:,Ctxx
6542,ClS16,Head First,1964,PN:,SU:,Ctxx
6543,ClS22,Les choses de la vie,1969,PN:,SU:,Dram
6544,ClS25,César et Rosalie,1972,PU:,SU:,Romt
6545,ClS28,Vincent; Francois; Paul and the others,1976,PN:,SU:,Romt
6546,ClS31,Mado,1978,PN:,SU:,Ctxx
6547,ClS33,Un Mauvais Fils,1980,PN:,SU:,Ctxx
6548,ClS36,Garcon!,1983,PN:,SU:,Ctxx
6549,ClS40,Un coeur en hiver,1992,PN:,SU:,Romt
6550,ClS45,Nelly and Monsieur Arnaud,1996,PU:,SU:,Romt
6551,DuC10,Under Ten Flags,1960,P:DeLaurentiis,St:Paramount,Docu
6552,DPo1,Between Two Rivers,1960,PN:,St:BBC,
6553,DPo2,Stand Up; Nigel Barton,1965,PN:,St:BBC,
6554,DPo3,Son of Man,1969,PN:,St:BBC,
6555,DPo4,Follow the Yellow Brick Road,1972,PN:,St:BBC,
6556,DPo5,Double Date,1974,PN:,St:BBC,
6557,DPo6,Pennies From Heaven,1978,PN:,St:BBC,Dram
6558,DPo7,The Singing Detective,1986,P:Amiel,St:BBC,Comd;Noir
6559,DPo15,The Green Man,1990,PN:,St:BBC,Horr
6560,DSm10,Tm:Pollyanna,1960,PN:George Golitzen,St:Disney,Romt
6561,ECo20,Cabra Marcadao Para Morrer,1984,PN:,SU:,Docu
6562,FCo10,El Fantasma de la Opera,1960,PN:,SL:Mexico,Comd
6563,FCo20,En Este Pueblo No Hay Ladrones,1964,PN:,SL:Mexico,Comd
6564,GeR1,Craig's Will,1960,P:Hitchcock,St:Shamley; CBS,Susp
6565,GiP10,The Battle of Algiers,1966,PN:Antonio Musu,St:Rizzoli; Allied Artists,
6566,GiP20,Burn!,1970,PN:,SU:,Epic
6567,GOu10,Le Corniaud,1964,PN:,SU:,Ctxx
6568,GOu20,The Brain,1969,PN:Alain Poire,St:Gaumont Int.; SD:Paramount,Advt
6569,GOu30,Le Coup de Parapluie,1980,PN:,SU:,Ctxx
6570,GOu35,L'As des As,1980,PN:,SU:,Dram
6571,GPl10,The Time Machine,1960,P:Pal,St:MGM,ScFi
6572,GSj1,The Little Man Who Was There,1960,P:Hitchcock; J.Harrison,St:Shamley; CBS,Susp
6573,GSj2,Coming; Mama,1961,P:Hitchcock; J.Harrison,St:Shamley; NBC,Susp
6574,HAG1,Party Line,1960,P:Hitchcock; J.Harrison,St:Shamley; CBS,Susp
6575,IMx10,Foxhole in Cairo,1960,PN:Steven Pallos; Donald Taylor,St:Omnia,BioP
6576,IS1,Terminus,1960,PN:,SU:,Ctxx
6577,IS2,A Kind of Loving,1962,PN:Joe Janni,St:Anglo-Amalgamated,Dram
6578,IS3,Billy Liar,1963,PN:Joe Janni,St:Vic Films,
6579,IS4,Darling,1965,PN:,SU:,Ctxx
6580,IS5,Far from the Madding Crowd,1967,P:Joseph Janni,St:EMI,Dram
6581,IS6,Midnight Cowboy,1969,P:J.Hellman,St:U.A.,
6582,IS7,Sunday; Bloody Sunday,1972,PN:,SU:,Horr;Dram
6583,IS8,The Day of the Locust,1975,P:J.Hellman; Sheldon Shrager,St:Paramount,Dram
6584,IS9,Marathon Man,1976,PN:Robert Evans,St:Paramount,Dram
6585,IS10,Yanks,1979,PN:Joe Lanni,St:U.A.,Romt
6586,IS11,Honky Tonk Freeway,1981,PN:Don Boyd,St:EMI; HTF co,Comd
6587,IS16,The Believers,1985,PN:,SU:,Dram;Horr
6588,IS20,Madame Sousatzka,1988,PN:,SU:,Romt
6589,IS25,Pacific Heights,1990,PN:James Robinson,St:Fox,Romt
6590,IS29,The Innocent,1993,PN:,SU:,Ctxx
6591,IS32,Cold Comfort Farm,1996,PU:,SU:,Ctxx
6592,JL5,The Bellboy,1960,P:J.Lewis,St:Paramount,Comd
6593,JL10,Tm:The Errand Boy,1961,P:J.Lewis,St:Paramount,Comd
6594,JL13,The Nutty Professor,1963,P:J.Lewis,St:Paramount,Comd
6595,JL15,Tm:The Patsy,1964,P:J.Lewis,St:Paramount,Comd
6596,JqD1,Lola,1960,PN:,St:Franscope,
6597,JqD2,Bay of the Angels,1962,PN:,SU:,Romt
6598,JqD3,The Blond Sinner,1963,PN:,SU:,Romt
6599,JqD4,Les Parpluies de Cherbourg,1964,P:,St:Parc,Musc
6600,JqD5,Demoiselles de Roquefort,1964,PN:,SU:,Musc
6601,JqD6,The Model Shop,1970,PN:,SU:,Ctxx
6602,JqD7,The Pied Piper,1971,PN:David Puttnam; Sanford Lieberson,St:Sagittarius,Fant
6603,JqD8,L'Evenement le plus important depuis que l'homme marchr sur la lune,1973,PN:,SU:,Ctxx
6604,JqD12,Donkey Skin,1975,PN:,SU:,Ctxx
6605,JqD15,Tm:A Slightly Pregnant Man,1978,PN:,SU:,Ctxx
6606,JqD17,Lady Oscar,1979,PN:,SU:,Ctxx
6607,JqD20,L'Naissance du Jour,1981,PN:,SU:,Ctxx
6608,JqD22,Une Chambre en Ville,1982,PN:,SU:,Musc;Comd
6609,JqD28,Trois Places Pour la 26,1988,PN:,SU:,BioP
6610,JSq10,The 3 Worlds of Gulliver,1960,PN:,SU:,ScFi
6611,JWa1,The Alamo,1960,P:J.Wayne,St:U.A.,Epic
6612,JWa2,The Green Berets,1968,PN:J.Wayne,St:Warners; Batjac,Actn
6613,LRg10,Come Back Africa,1960,PN:,SU:,Docu
6614,LSt10,Private Property,1960,P:L.Stevens,St:Citation,Actn
6615,MaB1,Black Sunday,1960,PN:Massimo Derita,St:AIP SL:It,Horr
6616,MaB10,Blood and Black Lace,1964,PN:Lou Moss,St:Woolner,Susp
6617,MaB12,Kill; Baby; Kill!,1964,PN:,SU:,Horr
6618,MaB15,Planet of the Vampyres,1965,PN:,SU:,Horr
6619,MaB21,Dange:; Diabolik!,1968,PN:,SU:,Horr
6620,MaB23,Hartchet for the Honeymoon,1969,PN:,SU:,Horr
6621,MaB28,Bay of Blood,1971,PN:,SU:,Horr
6622,MaB30,Antefatto,1972,PN:Guiseppe Zacciarello,St:Hallmark,Horr
6623,MBo10,Ultimi Giorni di Pompeii,1960,PN:Paolo Moffa,St:U.A.,Hist
6624,MeW10,Code of Silence,1960,PN:Berj Hagopian,St:Sterling,Susp
6625,MeW30,Lady Frankenstein,1972,PN:Harry Cushing,St:New World,ScFi
6626,NOs2,Seishun Zankoku Monogatari,1960,PU:,SU:,Dram
6627,NOs3,Taiyo No Hakaba,1960,PU:,SU:,Dram
6628,NOs4,Nihon no Yoru to Kiri,1960,PU:,SU:,Ctxx
6629,NOs12,Shinjuku Dorobo Nikki,1966,PU:,SU:,Ctxx
6630,NOs20,Tokyo Senso Sengo Hiwa,1970,PU:,SU:,Ctxx
6631,NOs30,In the Realm of the Senses,1976,PN:,SU:,Porn
6632,NOs35,Empire of Passion,1978,PN:,SU:,Porn;Fant
6633,RiD1,The Schartz-Metterklume Method,1960,P:Hitchcock; J.Harrison,St:Shamley; CBS,Susp
6634,RhL10,Primary,1960,PN:,SU:,Ctxx
6635,RhL13,The Chair,1962,PN:,SU:,Ctxx
6636,RhL15,Quints,1963,PN:,SU:,Ctxx
6637,RhL20,Chiefs,1968,PN:,SU:,Ctxx
6638,RMD10,The Subterraneans,1960,P:Freed,St:MGM,Musc;Porn
6639,RMr1,The Wackiest Ship in the Army,1960,PN:,SU:,CTxx
6640,RRu3,The Savage Seven,1963,PN:,SU:,CTxx
6641,RRu5,Psych-Out,1965,PN:,SU:,CTxx
6642,RRu7,Hell's Angels on Wheels,1967,PN:,SU:,CTxx
6643,RRu10,Tm:Getting Straight,1970,PN:,SU:,CTxx
6644,RRu15,Tm:Freebie and the Bean,1974,PN:Rush,St:Warners,Comd
6645,RRu20,Tm:The Stunt Man,1980,PN:Rush; Melvin Simon,SU:,Dram
6646,RtP10,L'Amante del Vampiro,1960,PN:Bruna Bolognesi,St:A.A.,Horr
6647,SiA10,The Minotaur,1960,PN:Dino Mordini; Georgia Aglaini; Rudolphe Solmsen,St:U.A. SL:Italy,Advt
6648,StB2,Uncle Vanya,1962,P:Oliver,SU:,Dram
6649,StB3,Othello,1965,PN:Richard Goodwin,St:BHE,Dram
6650,StB4,The Mikado,1967,PN:,SU:,Ctxx
6651,StB5,Julius Caesar,1970,P:Peter Snell,St:Coomonweath United,Dram
6652,AKj10,Coming Home,1961,P:Hitchcock; J.Harrison,St:Shamley; NBC,Susp
6653,AKj11,Captive Audience,1962,P:Hitchcock,St:Shamley; CBS,Susp
6654,AKj12,The 31st of February,1963,P:Hitchcock,St:Shamley; CBS,Susp
6655,AKj13,A Tangled Web,1963,P:Hitchcock,St:Shamley; CBS,Susp
6656,AKj14,The Cadaver,1963,P:Hitchcock,St:Shamley; CBS,Susp
6657,AKj15,How to get Rid of Your Wife,1963,P:Hitchcock,St:Shamley; CBS,Susp
6658,AKj16,Beyond the Sea of Death,1964,P:Hitchcock,St:Shamley; CBS,Susp
6659,AKj17,Night Caller,1964,P:Hitchcock,St:Shamley; CBS,Susp
6660,AKj18,Ten Minutes From Now,1964,P:Hitchcock,St:Shamley; CBS,Susp
6661,AKj19,Isabel,1964,P:Hitchcock,St:Shamley; CBS,Susp
6662,AKj20,Where the Woodbine Twineth,1965,P:Hitchcock,St:Shamley; NBC,Susp
6663,AKj21,Completely Foolproof,1965,P:Hitchcock,St:Shamley; NBC,Susp
6664,AxS10,A Cold Wind in August,1961,PN:,SU:,Dram
6665,BFo1,Whistle Down the Wind,1962,PN:Richard Attenborough,St:Rank,Dram
6666,BFo2,The L-shaped Room,1962,PN:,SU:,Ctxx
6667,BFo3,Tm:Seance on a Wet Afternoon,1964,PN:,SU:,Ctxx
6668,BFo4,Tm:King Rat,1965,PN:,SU:,Ctxx
6669,BFo6,The Whisperers,1967,PN:,SU:,Ctxx
6670,BFo12,The Stepford Wives,1974,P:Edgar J. Sherrick,St:Fadsin;Palomar,Dram
6671,BFo13,The Slipper and The Rose,1976,PN:David Frost; Stuart Lyons,St:Paradine SL:GB,Fant
6672,BFo14,International Velvet,1978,P:B.Forbes,St:MGM,Dram
6673,CBl20,Roger Corman: Hollywood's Wild Angel,1978,P:Blackwood,SU:,Docu
6674,CBl25,Tapdancin',1980,P:Blackwood,SU:,Docu
6675,CBl26,Memoirs of a Movie Palace,1980,P:Blackwood,SU:,Docu
6676,CBl30,Edith Head,1981,P:Blackwood,SU:,Docu
6677,CBl32,Yesterday's Witness,1981,P:Blackwood,SU:,Docu
6678,CBl35,Sam Fuller,1982,P:Blackwood,SU:,Docu
6679,CBl40,All By Myself,1982,P:Blackwood,SU:,Docu
6680,CBl60,Observations Under the Volcano,1984,P:Blackwood,SU:,Docu
6681,CBl67,Private Conversations,1982,P:Blackwood,SU:,Docu
6682,CBl69,Nik and Murray,1986,P:Blackwood,SU:,Docu
6683,CBl70,My Life for Zarah Leander,1986,P:Blackwood,SU:,Docu
6684,CBl73,Signed: Lino Brocka,1987,P:Blackwood,SU:,Docu
6685,CBl80,Motel,1989,P:Blackwood,SU:,Docu
6686,ElP10,The Assassin,1961,P:Blackwood,SU:,H**
6687,ElP30,Investigation of a Citizen above Suspicion,1970,PN:,SU:,Dram
6688,EOB1,Mantrap,1961,P:OBrien,St:Paramount,Dram
6689,FrF15,The Evil of Frankenstein,1961,PN:,SU:,Ctxx
6690,FrF22,They Came from Beyond Space,1966,PN:,SU:,Ctxx
6691,FrF26,Dracula Has Risen from the Grave,1968,PN:Aida Young,St:Hammer; Warners,Horr
6692,FrF28,Girly,1970,PN:Ronald j. Kahn,St:Cinerama releasing,Horr
6693,FrF30,Gebissen Wird Nur Nachts,1972,PN:Pier Caminneci,St:Acquila; SL:Ge,Horr; Comd
6694,FrF35,Tales from the Crypt,1972,PN:Milton Subotsky; Max J. Rosenberg,St:Amicus,Horr
6695,FrF40,Tales That Witness Madness,1973,PN:Norman Priggen,St:Amicus; Paramount,Horr; Comd
6696,FrF45,Craze,1974,PN:Herman Cohen,St:Warners,Horr; Comd
6697,GeW3,World's Greatest Lover,1977,P:G.Wilder,St:Fox,Comd
6698,GeW5,The Woman in Red,1984,P:Victor Drai,St:Orion,Comd
6699,GnN10,Hand of Death,1961,PN:Eugene Ling,St:Fox,Horr
6700,GnN14,Kissin' Cousins,1964,PN:Sam Katzman,St:MGM,Musc
6701,GnN15,Harum Scarum,1965,PN:Sam Katzman,St:MGM,Musc
6702,GoH10,Final Arrangements,1961,P:Hitchcock,St:Shamley; NBC,Susp
6703,GoH50,The Oblong Box,1969,P:Hessler,St:AIP,Susp
6704,GoH51,Scream and Scream Again,1964,PN:Max J. Rosenberg; Milton Subotsky,St:Amicus; AIP,Susp
6705,GoH52,Cry of the Banshee,1970,P:Hessler,St:AIP,Susp
6706,GoH53,Murders in the Rue Morgue,1971,PN:Louis M. Heyward,St:AIP,Susp
6707,GoH54,Tm:The Golden Voyage of Sinbad,1974,PN:Charles H. Schneer,St:Columbia,Fant
6708,GxR03,Comrade X,1940,P:G.Reinhardt,St:MGM,Ctxx
6709,GxR05,Command Decision,1948,P:G.Reinhardt,St:MGM,Ctxx
6710,GxR06,The Great Sinner,1949,P:G.Reinhardt,St:MGM,Ctxx
6711,GxR07,The Red Badge of Courage,1951,P:G.Reinhardt,St:MGM,Ctxx
6712,GxR10,Betrayed,1954,P:G.Reinhardt,St:MGM,Drm; Romt
6713,GxR15,Town Without Pity,1961,P:G.Reinhardt,SU:,Dram
6714,GxR20,Situation Hopeless -- But Not Serious,1965,P:G.Reinhardt,SU:,Comd
6717,HiT10,Pitfall,1961,PN:,SU:,Ctxx
6718,HiT15,Suna no Onna,1964,PN:Kiichi Ichikawa,St:Tesigahara,Dram;Romt
6719,HiT17,Kwaidan,1965,PU:,SU:,Ctxx
6720,HiT18,Silence,1965,PU:,SU:,Ctxx
6721,HiT20,Tanin no Kao,1966,PU:,SU:,Ctxx
6722,HiT25,The Man Without a Map,1968,PN:,SU:,Ctxx
6723,HiT30,Out of Work for Years,1975,PN:,SU:,Ctxx
6724,HiT35,Rikyu,1990,PN:,SL:Japan,Dram
6725,HrC10,Une Aussi Longue Absence,1961,PN:Jacques Nahum,St:Prcinex; Lyre,Romt
6726,HrR10,Die Unsichtbaren Krallen des Dr. Mabuse,1961,PN:Arthur Brauner,St:Thunder Pictures SL:W.Germany,Horr
6727,HrR12,Im Stahlnetz des Dr. Mabuse,1962,PN:Arthur Brauner,St:A Jay,Horr
6728,ICs1,Shadows,1961,PN:Maurice MbEndree,St:JCassavetes,Dram
6729,ICs2,Too Late Blues,1962,PN:,SU:,Ctxx
6730,ICs3,A Child Is Waiting,1962,PN:,SU:,Ctxx
6731,ICs4,Faces,1968,PN:,SU:,Docu;Dram
6732,ICs5,Husbands,1970,PN:,SU:,Ctxx
6733,ICs6,Minnie and Moskowitz,1971,PN:,SU:,Ctxx
6734,ICs7,A Woman Under the Influence,1974,PN:,SU:,Dram
6735,ICs8,Opening Night,1978,PN:,SU:,Ctxx
6736,ICs9,The Killing of a Chinese Bookie,1976,PN:JCassavetes,SU:,Dram
6737,ICs10,Gloria,1980,P:JCassavetes,SU:,Ctxx
6738,ICs11,Love Streams,1983,P:JCassavetes,SU:,Ctxx
6739,ICs12,I'm Almost Not Crazy,1994,PU:,SU:,Docu
6740,JGf10,Something Wild,1961,PN:George Justin,St:U.A.,
6741,JoQ10,The Roman Spring of Mrs Stone,1961,PN:Louis deRochemont,St:Warners,Dram
6742,JRo10,Chronique d'un Été,1961,PN:,SU:,Ctxx
6743,MBd10,Tm:One Eyed Jacks,1961,PN:Frank P. Rosenberg,St:Paramount,West
6744,NKp1,Gustave Moreau,1961,PN:,SU:,Docu
6745,NKp5,Rudolphe Breslin,1962,PN:,SU:,Docu
6746,NKp10,Le Regard Picasso,1969,PN:,SU:,Docu
6747,NKp12,La Fiancée du Pirate,1969,PN:,SU:,Dram
6748,NKp22,Charles et Lucie,1979,PN:,SU:,Dram; Romt
6749,NKp30,Adolph Gance and his Napoleon,1986,PN:,SU:,Docu
6750,NKp40,Plaisir D'Amour,1991,PN:,SU:,Romt
6751,PaP2,Accettone,1961,PN:,SU:,Dram
6752,PaP10,Mamma Roma,1962,PN:,SU:,Dram
6753,PaP15,Il Vangelo Secondo Matteo,1964,PN:,SU:,Bio
6754,PaP19,Oedipus Rex,1967,PN:,SU:,Dram
6755,PaP20,Teorema,1968,PN:,SU:,Dram; Fant
6756,PaP25,Medea,1970,PN:,SU:,Dram
6757,PaP26,Decameron,1970,PN:,SU:,Ctxx
6758,PaP28,The Canterbury Tales,1971,PN:,SU:,Ctxx
6759,PaP32,The Arabian Nights,1974,PN:,SU:,Ctxx
6760,PaP35,The 120 days of Sodom,1975,PN:,SU:,Porn
6761,PdB3,Cartouche,1961,PN:Georges Danciger,St:Ariane;Filmsonor,Comd
6762,PdB10,King of Hearts,1967,PN:,SU:,Comd
6763,PEt10,Happy Anniversary,1961,PU:,S:Capac,Comd
6764,PMo1,sm,1961,PN:,SU:,Noir
6765,PMo3,Mary Martin Does It,1963,PN:,SU:,Noir
6766,PMo5,Civilization and its Discontents,1964,PN:,SU:,Noir
6767,PMo12,Flesh,1968,PN:Andy Warhol,SU:,Comd; Porn
6768,PMo13,Trash,1970,PN:Andy Warhol,SU:,AvGa
6769,PMo15,Heat,1972,PN:Andy Warhol,SU:,AvGa; Porn
6770,PMo17,Women in Revolt,1972,PN:Andy Warhol,SU:,Romt
6771,PMo19,L'Amour,1973,PN: Warhol,SU:,Romt
6772,PMo20,Andy Warhols's Frankenstein,1973,PN:,SU:,Ctxx
6773,PMo22,Andy Warhols's Dracula,1974,PN:carlo Ponti; Andrew Braunsberg,SU:,Horr;Porn
6774,PMo24,The Hound of the Baskervilles,1977,PN:John Goldstone,St:Atlantic SL:England,Comd
6775,PMo27,Madame Wang's,1981,PN:Jack Simmons,SU:,Dram; Porn
6776,PMo30,Beethoven' Nephew,1986,PN:,SU:,Ctxx
6777,PlT1,A Man for Burning,1961,PN:,SU:,Dram
6778,PlT8,Saint Michael Had a Rooster,1971,PN:,SU:,Dram
6779,PlT10,Allonsenfan,1973,PN:,SU:,Dram
6780,PlT20,Padro Padrone,1977,PN:,SU:,CTxx
6781,PlT40,The Night of the Shooting Star,1982,PN:Guiliani G. deNegri,SL:It?,Dram
6782,PlT50,Good Morning; Babylon,1987,PN:,SU:,Dram; BioP
6783,PlT60,Fiorile,1994,P:V.Taviani,SU:,Dram; Hist
6784,RDL3,A Hard Day's Night,1964,PN:Walter Shenson,St:U.A.,Musc;Comd
6785,RDL4,The Knack,1965,PN:Oscar Lewenstein,St:U.A.,
6786,RDL5,Help!,1965,PN:Walter Shenson,St:U.A.,Musc; Comd
6787,RDL6,A Funny Thing Happened on the Way to The Forum,1966,P:Frank,St:U.A.; Quadrangle,Comd
6788,RDL7,How I Won the War,1967,PN:,SU:,Comd
6789,RDL8,Petulia,1968,PN:,SU:,Ctxx
6790,RDL10,The Three Musketeers,1973,PN:,SU:,Actn
6791,RDL11,Juggernaut,1974,P:Richard Alan Simmons,St:U.A.,Comd; Susp
6792,RDL12,The Four Musketeers,1975,PN:Alexander Salkind; Michael Salkind,St:Fox,Actn
6793,RDL13,Royal Flash,1975,PN:David V. Picker,St:Fox,Advt;BioP
6794,RDL15,Robin and Marian,1976,PN:Dennis ODell,St:Columbia,Dram
6795,RDL17,Butch and Sundance; the Early Days,1979,PN:Gabriel Katzka; Stephen Bach,St:Fox,West
6796,RDL18,Tm:Cuba,1979,PN:Alex Winitsky; Arlene Sellers,St:U.A.,Dram
6797,RDL19,Superman II,1980,PN:Pierre Spengler,St:Warners,Fant
6798,RDL20,Superman III,1983,PN:Pierre Spengler,St:Dovemead,Fant
6799,RDL24,Finders Keepers,1984,PN:Sandra Marsh; Terence Marsh,St:CBS,Comd; Susp
6800,RMe5,The Lickerish Quartet,1970,PN:,SU:,Comd;Romt
6801,RMe12,The Cat and the Canary,1978,P:Rich.Gordon,St:Quartet; Gala; Grenadier,Myst;Romt
6802,RoP1,Knife in the Water,1961,PN:,SU:,Ctxx
6803,RoP2,Repulsion,1965,PN:Gene Gutowski,St:Compton,Dram;Horr
6804,RoP3,Cul-de-Sac,1966,PN:,SU:,Ctxx
6805,RoP4,The Fearless Vampire Killers,1967,PN:Gene Gutowski,St:MGM; Cadre Films; Filmways,Horr;Comd
6806,RoP5,Rosemary's Baby,1968,PN:William Castle,St:Paramount,Horr
6807,RoP6,Macbeth,1971,PN:Andrew Braunsberg,St:Playboy,Dram
6808,RoP7,Che?/What?/Was?,1972,PN:,SU:,Dram
6809,RoP8,Chinatown,1974,PN:Robert Evans,St:Paramount,Myst
6810,RoP9,Le Locataire,1976,PN:Andrew Braunsberg,St:Paramount,Horr
6811,RoP10,Tess,1980,PN:,SU:,Dram
6812,RoP15,Frantic,1988,PN:Thom Mount; Tim Hampton,SU:,Susp
6813,RoP20,Bitter Moon,1994,P:Polanski,SU:,Noir;Porn
6814,RoP22,Death and the Maiden,1994,P:Polanski,SU:,Susp
6815,SaP2,Ride the High Country,1962,PN:,SU:,West
6816,SaP4,The Wild Bunch,1969,PN:Phil Feldman,St:Warner Seven Arts,West
6817,SaP6,Tm:The Ballad of Cable Hogue,1970,PN:,SU:,Dram
6818,SaP10,Tm:Straw Dogs,1971,PN:,SU:,CTxx
6819,SaP11,The Getaway,1972,P:D.Foster; Mitchell Brower,St:Solar; First Artists,Actn
6820,SaP13,Tm:Pat Garrett and Billy the Kid,1973,PN:,SU:,West
6821,SaP15,Killer Elite,1975,PN:,SU:,Actn
6822,SaP19,Tm:Cross of Iron,1977,PN:,SU:,CTxx
6823,SaP20,Tm:Convoy,1978,PN:Robert M. Sherman,St:U.A.; EMI,Actn
6824,SaP25,Tm:Major Dundee,1980,PN:,SU:,CTxx
6825,SaP30,The Osterman Weekend,1983,PN:,SU:,Actn
6826,SCl5,The Connection,1961,PN:,SU:,Docu
6827,SCl10,The Cool World,1964,PN:,SU:,Docu
6828,SeL1,Le collosse de Rhodes,1961,PN:,SL:It,Advt
6829,SeL20,A Fistful of Dollars,1964,PN:,SU:,West
6830,SeL26,For a Few Dollars More,1966,PN:,SU:,West
6831,SeL28,Man with No Name,1967,PN:,SU:,West
6832,SeL30,The Big Gundown,1968,PN:,SU:,West
6833,SeL35,The Good; The Bad; and The Ugly,1968,PN:,SU:,Ctxx
6834,SeL45,Once Upon A Time in the West,1976,PN:,St:San Marco; Paramount,Dram;Actn
6835,SeL55,Once Upon A Time in America,1984,PN:Aaron Milchan,St:Warners;Embassy,CnR;Actn
6836,SlV10,The Mask,1961,PN:,SU:,Horr
6837,ViM10,Sledge,1961,PN:,SU:,Ctxx
6838,WRe10,101 Dalmatians,1961,PN:,St:Disney,Cart
6839,WRe20,The Jungle Book,1967,P:,St:Disney,Cart
6840,WRe25,The Aristocats,1970,P:,St:Disney,Cart
6841,WRe35,The Many Adventures of Winnie-the-Pooh,1983,P:,St:Disney,Cart
6842,WRe38,The Great Mouse Detective,1986,P:,St:Disney,Cart
6843,WRe40,Daffy Duck's Quackbusters,1988,P:,St:Disney,Cart
6844,AMg7,The Golden Arrow,1962,PN:Goffredo Lombardo,St:MGM; SL:Italy,Fant
6845,AMg10,Castle of Blood,1964,PN:,SU:,Horr
6846,ARG1,L'immortelle,1962,PN:,SU:,Ctxx
6847,ARG2,Trans-Europe Express,1966,PN:,SU:,Susp
6848,Ava3,Cleo from 5 to 7,1962,PU:,SU:,Dram
6849,AVa10,Vagabond,1985,PN:,SU:,Dram; Docu
6850,AVa12,Jaquot de Nantes,1993,PN:,SU:,BioP
6851,AVa17,A hundred and one nights,1998,PU:,SU:,Ctxx
6852,AVo10,Die Tür mit den Sieben Schl:ossern,1962,PN:,St:UCC,Horr
6853,BB2,Before the Revolution,1964,PN:,SU:,Dram
6854,BB5,The Spider's Stratagem,1970,PN:Alberto Grimaldi,St:RTV Italiana; SD:U.A.,Dram
6855,BB6,Il Conformista,1971,PN:,St:Mars;Marianne;Maran,Dram
6856,BB7,Last Tango in Paris,1972,PN:Alberto Grimaldi,St:U.A.,Romt
6857,BB8,Novecento,1976,PN:Alberto Grimaldi,St:Fox; Pea,Epic
6858,BB9,Luna,1977,PN:,SU:,
6859,BB10,Tragedy of a Ridiculous Man,1981,PN:,SU:,Dram
6860,BB11,The Last Emperor,1987,PN:Jeremy Thomas,SU:,BioP
6861,BB15,The Sheltering Sky,1990,PN:Jeremy Thomas,SU:,Dram
6862,BB17,The Little Buddha,1994,PN:,St:Miramax,Dram
6863,BtB3,Going Places,1974,PN:,SU:,Romt;Comd
6864,BtB5,Preparez Vos Mouchoirs,1978,PN:,SU:,CTxx
6865,BtB7,Buffet Froid,1980,PN:,SU:,Ctxx
6866,BtB13,Menage,1982,PN:,SU:,Ctxx
6867,BtB15,My Best Friend's Girl,1983,PU:,SU:,Comd; Porn
6868,BtB19,Going Places,1985,PN:,SU:,Ctxx
6869,BtB25,Too Beautiful for You,1990,PN:,SU:,Romt
6870,BtB29,Une; deux; trois; soleil,1994,PN:,SU:,Romt
6871,BtB32,Mon Homme,1996,PU:,SU:,Romt
6872,BGi10,Profit-Sharing Plan,1962,P:Hitchcock; J.Harrison,St:Shamley; NBC,Susp
6873,BGi11,Ten O'clock Tiger,1962,P:Hitchcock; J.Harrison,St:Shamley; NBC,Susp
6874,BGi13,The Matched Pearl,1962,P:Hitchcock; J.Harrison,St:Shamley; NBC,Susp
6875,BGi14,A Piece of the Action,1962,P:Hitchcock; J.Harrison,St:Shamley; CBS,Susp
